battle_id,first_pokemon_id,second_pokemon_id,winner_pokemon_id
12162,359,102,102
12163,395,480,480
12164,719,756,756
12165,111,181,181
12166,57,496,496
12167,455,30,30
12168,62,179,179
12169,508,585,508
12170,240,22,22
12171,344,270,270
12172,388,258,388
12173,690,387,387
12174,49,789,49
12175,424,543,424
12176,399,4,4
12177,164,682,164
12178,425,632,425
12179,534,605,534
12180,766,21,766
12181,395,602,602
12182,702,558,702
12183,299,350,350
12184,475,512,512
12185,641,44,44
12186,510,403,403
12187,694,619,694
12188,581,37,581
12189,513,152,513
12190,282,131,131
12191,723,356,723
12192,377,661,377
12193,430,152,430
12194,114,747,747
12195,642,716,716
12196,358,748,748
12197,735,97,735
12198,569,173,569
12199,637,778,778
12200,597,303,303
12201,708,268,708
12202,224,752,752
12203,410,246,410
12204,722,186,186
12205,103,113,103
12206,462,299,299
12207,677,669,677
12208,199,154,154
12209,57,747,57
12210,204,716,716
12211,1,503,503
12212,254,470,254
12213,520,328,520
12214,258,378,378
12215,75,652,75
12216,724,785,724
12217,121,536,121
12218,592,516,592
12219,22,294,22
12220,205,363,205
12221,493,323,493
12222,772,285,772
12223,456,636,636
12224,245,584,245
12225,783,55,55
12226,769,169,169
12227,638,142,142
12228,789,256,256
12229,612,593,612
12230,30,410,410
12231,435,190,435
12232,316,654,316
12233,152,217,152
12234,231,313,313
12235,625,252,252
12236,140,252,252
12237,229,95,95
12238,788,590,590
12239,460,132,460
12240,737,329,737
12241,135,505,135
12242,590,711,711
12243,621,373,373
12244,728,649,649
12245,230,137,137
12246,321,696,696
12247,415,521,521
12248,587,788,587
12249,695,345,345
12250,332,512,332
12251,425,561,425
12252,649,360,360
12253,384,135,135
12254,525,175,525
12255,656,339,339
12256,414,555,414
12257,751,598,598
12258,676,69,676
12259,199,562,562
12260,583,640,583
12261,133,365,133
12262,792,378,792
12263,769,401,401
12264,574,247,574
12265,428,431,428
12266,794,662,794
12267,656,209,209
12268,280,225,280
12269,454,727,727
12270,76,660,660
12271,615,162,162
12272,404,473,473
12273,411,277,277
12274,763,239,239
12275,719,4,4
12276,157,135,135
12277,257,634,634
12278,48,10,48
12279,218,48,48
12280,627,712,712
12281,458,159,159
12282,325,164,164
12283,771,571,571
12284,795,693,795
12285,374,85,85
12286,190,270,270
12287,647,597,647
12288,47,185,185
12289,395,555,555
12290,443,133,133
12291,61,568,61
12292,539,588,588
12293,640,97,97
12294,142,362,362
12295,316,538,316
12296,612,255,255
12297,237,223,223
12298,443,3,3
12299,626,704,704
12300,53,746,53
12301,160,126,126
12302,134,769,134
12303,249,51,249
12304,560,7,7
12305,439,632,632
12306,785,443,443
12307,417,780,780
12308,73,634,634
12309,746,159,159
12310,465,93,93
12311,323,451,451
12312,197,261,261
12313,562,496,496
12314,532,529,532
12315,409,487,409
12316,216,550,550
12317,324,31,31
12318,627,658,658
12319,684,426,426
12320,9,781,9
12321,525,439,525
12322,248,200,248
12323,116,259,259
12324,604,197,604
12325,180,748,748
12326,464,253,253
12327,536,272,272
12328,373,464,464
12329,519,163,163
12330,401,572,572
12331,511,319,511
12332,590,771,590
12333,45,444,444
12334,210,789,789
12335,60,107,60
12336,22,217,22
12337,334,486,334
12338,793,207,793
12339,400,710,710
12340,16,290,16
12341,748,566,748
12342,185,644,185
12343,133,232,133
12344,48,320,48
12345,579,262,262
12346,167,596,596
12347,65,724,724
12348,264,764,264
12349,709,315,709
12350,521,746,521
12351,614,677,677
12352,514,206,206
12353,722,19,19
12354,467,466,467
12355,791,793,793
12356,3,762,3
12357,570,2,570
12358,630,95,95
12359,333,457,333
12360,515,157,157
12361,246,196,246
12362,551,130,551
12363,418,19,418
12364,242,542,542
12365,225,799,799
12366,531,771,771
12367,70,309,70
12368,667,137,137
12369,62,67,67
12370,688,360,688
12371,48,28,28
12372,61,608,608
12373,507,475,475
12374,784,436,436
12375,215,356,215
12376,178,545,545
12377,118,574,574
12378,765,787,765
12379,572,698,572
12380,768,136,136
12381,216,137,137
12382,58,329,58
12383,465,427,427
12384,364,101,101
12385,344,109,109
12386,511,652,511
12387,634,211,634
12388,431,278,431
12389,61,465,465
12390,751,280,751
12391,232,725,232
12392,669,114,114
12393,719,741,741
12394,373,342,342
12395,779,508,508
12396,125,257,125
12397,415,323,415
12398,729,68,729
12399,574,762,574
12400,740,545,545
12401,270,303,270
12402,507,318,507
12403,263,705,263
12404,339,263,263
12405,372,747,747
12406,643,800,643
12407,135,123,135
12408,103,32,103
12409,544,212,212
12410,165,312,165
12411,320,482,320
12412,288,100,100
12413,62,666,62
12414,397,701,701
12415,73,310,310
12416,621,254,254
12417,276,573,276
12418,401,504,401
12419,695,113,695
12420,738,576,576
12421,157,232,232
12422,689,205,205
12423,569,113,569
12424,644,255,255
12425,740,629,629
12426,587,541,541
12427,472,678,472
12428,165,789,165
12429,255,615,255
12430,552,659,552
12431,548,301,301
12432,414,645,414
12433,748,626,626
12434,638,373,638
12435,260,770,260
12436,278,254,254
12437,798,681,681
12438,201,38,38
12439,330,353,330
12440,195,654,654
12441,422,216,422
12442,161,649,649
12443,790,478,790
12444,371,65,65
12445,71,619,71
12446,448,307,307
12447,444,598,444
12448,328,149,149
12449,476,678,476
12450,212,540,540
12451,529,65,65
12452,268,184,184
12453,656,434,656
12454,576,86,576
12455,560,643,643
12456,268,563,563
12457,560,204,204
12458,577,251,251
12459,679,373,679
12460,690,689,690
12461,390,406,390
12462,613,214,214
12463,379,743,743
12464,654,735,735
12465,177,519,177
12466,635,250,635
12467,490,353,490
12468,756,768,756
12469,574,217,574
12470,555,759,555
12471,380,187,380
12472,295,406,406
12473,533,591,533
12474,214,758,214
12475,540,490,540
12476,560,125,125
12477,462,676,462
12478,106,660,106
12479,25,431,431
12480,374,621,621
12481,510,99,99
12482,480,743,480
12483,215,152,152
12484,450,34,34
12485,471,242,242
12486,297,620,620
12487,538,55,538
12488,676,589,589
12489,778,269,778
12490,631,708,708
12491,36,744,744
12492,176,572,572
12493,642,11,11
12494,54,426,426
12495,712,718,718
12496,623,174,623
12497,353,564,564
12498,680,179,179
12499,216,130,130
12500,71,461,461
12501,545,638,545
12502,799,644,799
12503,324,647,647
12504,561,353,561
12505,323,35,35
12506,586,643,643
12507,751,301,301
12508,395,255,255
12509,238,642,642
12510,194,578,194
12511,128,784,128
12512,514,365,514
12513,598,15,598
12514,165,239,165
12515,534,198,534
12516,557,580,557
12517,590,560,590
12518,300,783,783
12519,41,291,291
12520,665,687,687
12521,154,538,154
12522,738,359,359
12523,416,528,528
12524,122,393,393
12525,73,178,178
12526,323,642,642
12527,772,184,184
12528,101,350,350
12529,307,384,307
12530,285,485,285
12531,26,399,26
12532,529,669,529
12533,525,262,525
12534,339,712,339
12535,762,34,34
12536,461,544,544
12537,490,454,490
12538,141,487,141
12539,258,57,57
12540,373,160,373
12541,379,742,742
12542,629,762,629
12543,680,218,218
12544,193,719,193
12545,416,735,735
12546,411,249,249
12547,161,405,161
12548,522,574,574
12549,433,444,444
12550,593,307,307
12551,225,787,787
12552,424,161,424
12553,772,392,772
12554,389,678,678
12555,659,476,476
12556,554,394,394
12557,694,23,694
12558,758,795,795
12559,667,670,670
12560,380,737,737
12561,730,649,649
12562,691,443,443
12563,154,396,154
12564,450,40,40
12565,139,339,139
12566,266,450,450
12567,111,307,307
12568,497,244,244
12569,654,592,592
12570,739,16,16
12571,360,407,407
12572,110,109,110
12573,265,4,265
12574,194,74,74
12575,798,514,798
12576,621,334,334
12577,63,120,63
12578,754,774,774
12579,398,156,398
12580,138,278,138
12581,612,165,165
12582,314,134,314
12583,355,408,408
12584,209,588,588
12585,92,359,92
12586,778,290,778
12587,500,80,80
12588,691,374,691
12589,783,551,551
12590,645,406,406
12591,551,467,467
12592,635,381,635
12593,296,799,799
12594,324,330,330
12595,640,335,335
12596,116,161,116
12597,634,378,634
12598,646,768,646
12599,654,166,166
12600,522,590,522
12601,412,184,412
12602,625,681,681
12603,495,721,495
12604,255,709,709
12605,4,205,205
12606,481,526,481
12607,357,502,502
12608,227,557,557
12609,48,484,48
12610,269,291,269
12611,75,151,151
12612,748,164,164
12613,498,146,498
12614,562,687,687
12615,164,708,164
12616,31,457,31
12617,470,249,249
12618,93,355,93
12619,456,613,613
12620,270,705,705
12621,174,599,174
12622,449,60,60
12623,110,716,110
12624,608,154,154
12625,153,175,153
12626,108,504,108
12627,193,444,444
12628,507,263,263
12629,637,276,276
12630,389,135,135
12631,89,484,484
12632,369,438,438
12633,15,390,15
12634,382,648,648
12635,702,121,702
12636,403,753,403
12637,361,758,758
12638,182,294,294
12639,108,95,108
12640,105,361,361
12641,612,775,612
12642,284,462,462
12643,723,448,723
12644,237,268,268
12645,330,303,303
12646,135,336,135
12647,684,797,797
12648,533,712,712
12649,262,662,262
12650,26,487,487
12651,136,395,136
12652,385,598,598
12653,344,317,317
12654,239,277,239
12655,387,224,387
12656,477,742,477
12657,254,202,254
12658,735,730,735
12659,106,521,521
12660,149,688,688
12661,32,431,32
12662,23,711,23
12663,309,411,309
12664,423,77,423
12665,402,435,435
12666,401,604,401
12667,185,557,557
12668,17,116,116
12669,662,24,24
12670,164,355,164
12671,134,542,542
12672,216,72,72
12673,451,597,451
12674,752,557,557
12675,742,716,716
12676,57,630,57
12677,210,416,416
12678,281,500,281
12679,781,147,147
12680,667,794,794
12681,487,452,487
12682,163,461,163
12683,20,145,20
12684,748,200,748
12685,149,175,175
12686,277,596,596
12687,197,260,260
12688,113,608,608
12689,62,206,206
12690,158,732,732
12691,416,632,632
12692,767,612,612
12693,617,264,264
12694,520,600,600
12695,540,573,540
12696,111,497,497
12697,530,451,451
12698,669,783,783
12699,26,293,26
12700,442,533,533
12701,659,396,396
12702,439,475,475
12703,149,116,116
12704,749,797,797
12705,515,406,515
12706,675,758,758
12707,96,610,96
12708,681,143,681
12709,713,114,713
12710,257,100,100
12711,390,490,490
12712,279,357,279
12713,784,166,166
12714,754,231,754
12715,796,439,796
12716,665,736,736
12717,529,98,98
12718,642,560,560
12719,534,789,534
12720,564,171,171
12721,514,566,514
12722,334,661,334
12723,164,561,164
12724,377,469,469
12725,277,79,79
12726,143,388,388
12727,7,246,7
12728,214,730,214
12729,348,353,348
12730,280,471,280
12731,430,74,430
12732,438,346,438
12733,363,306,306
12734,250,88,250
12735,399,310,310
12736,6,150,6
12737,231,167,167
12738,403,216,216
12739,756,47,756
12740,206,289,206
12741,610,318,610
12742,130,712,712
12743,542,186,542
12744,328,20,20
12745,730,496,496
12746,353,477,477
12747,37,704,704
12748,105,11,11
12749,93,648,93
12750,490,437,490
12751,26,684,684
12752,769,117,769
12753,639,266,266
12754,607,603,603
12755,483,352,483
12756,341,23,23
12757,690,309,690
12758,278,751,751
12759,362,613,362
12760,4,154,154
12761,576,39,576
12762,493,372,493
12763,383,684,684
12764,262,284,284
12765,387,128,387
12766,736,272,272
12767,390,175,175
12768,767,777,777
12769,501,422,422
12770,777,505,505
12771,438,668,438
12772,660,128,660
12773,95,603,603
12774,281,99,99
12775,549,598,549
12776,354,5,5
12777,214,574,574
12778,471,338,338
12779,531,120,531
12780,609,619,619
12781,311,722,311
12782,391,697,697
12783,253,257,257
12784,175,622,175
12785,428,609,428
12786,197,686,686
12787,38,462,462
12788,635,13,635
12789,629,242,629
12790,195,727,727
12791,399,295,295
12792,769,14,769
12793,159,207,159
12794,558,353,558
12795,528,119,528
12796,606,76,606
12797,231,56,56
12798,712,632,712
12799,724,554,724
12800,85,511,85
12801,171,484,484
12802,582,753,582
12803,448,781,448
12804,494,323,494
12805,475,795,795
12806,741,706,706
12807,287,303,303
12808,35,545,545
12809,320,562,320
12810,749,95,95
12811,423,361,423
12812,196,461,196
12813,88,108,108
12814,613,769,613
12815,520,670,520
12816,83,545,545
12817,665,577,665
12818,695,372,372
12819,747,599,747
12820,701,23,701
12821,476,719,476
12822,79,461,461
12823,681,560,560
12824,122,63,63
12825,346,471,346
12826,259,304,259
12827,316,161,316
12828,549,18,549
12829,128,123,128
12830,151,219,219
12831,401,561,401
12832,598,477,477
12833,114,654,654
12834,424,572,572
12835,590,694,694
12836,252,206,206
12837,383,623,623
12838,576,532,532
12839,128,224,128
12840,429,703,429
12841,317,63,63
12842,293,203,293
12843,525,250,250
12844,425,364,425
12845,775,318,775
12846,657,93,93
12847,122,250,250
12848,503,468,503
12849,528,353,528
12850,248,182,248
12851,620,394,394
12852,243,591,591
12853,242,550,550
12854,688,403,688
12855,726,652,652
12856,753,317,317
12857,661,517,517
12858,718,520,718
12859,151,725,725
12860,142,738,142
12861,312,95,95
12862,291,635,635
12863,239,47,47
12864,212,418,418
12865,487,587,487
12866,680,81,81
12867,609,284,284
12868,698,334,698
12869,446,328,446
12870,399,287,287
12871,502,290,502
12872,43,476,476
12873,449,694,694
12874,422,44,44
12875,378,664,664
12876,408,41,41
12877,141,384,141
12878,797,25,797
12879,702,438,438
12880,251,84,84
12881,222,536,536
12882,702,257,702
12883,20,466,20
12884,103,386,103
12885,344,492,344
12886,761,180,761
12887,460,734,460
12888,721,676,721
12889,329,132,132
12890,106,217,106
12891,315,447,315
12892,515,523,523
12893,646,719,646
12894,423,785,423
12895,684,388,388
12896,39,753,39
12897,118,278,278
12898,312,166,166
12899,64,530,64
12900,42,694,694
12901,656,269,269
12902,355,443,443
12903,225,494,494
12904,578,391,391
12905,684,340,340
12906,593,603,603
12907,666,325,325
12908,543,393,543
12909,320,272,272
12910,97,593,97
12911,73,781,781
12912,400,340,340
12913,383,560,383
12914,634,181,181
12915,19,442,19
12916,166,210,166
12917,411,110,110
12918,495,648,648
12919,105,667,105
12920,418,735,418
12921,590,134,134
12922,783,408,408
12923,226,51,51
12924,231,653,653
12925,463,620,620
12926,473,416,473
12927,610,600,610
12928,705,25,705
12929,455,462,462
12930,28,3,28
12931,105,458,105
12932,328,611,611
12933,209,40,209
12934,621,647,647
12935,572,249,249
12936,242,511,242
12937,242,308,308
12938,776,575,575
12939,332,392,392
12940,725,38,725
12941,626,9,626
12942,80,297,80
12943,284,445,284
12944,763,613,613
12945,122,264,264
12946,579,713,713
12947,11,797,797
12948,744,526,526
12949,775,396,396
12950,503,370,503
12951,587,242,587
12952,330,56,56
12953,197,640,197
12954,315,153,153
12955,557,182,557
12956,775,721,721
12957,457,93,93
12958,392,277,392
12959,725,652,652
12960,619,432,432
12961,80,607,80
12962,71,143,71
12963,392,420,420
12964,41,22,22
12965,112,234,234
12966,540,742,540
12967,348,2,348
12968,17,745,745
12969,797,557,557
12970,633,158,633
12971,358,790,790
12972,332,420,420
12973,494,438,438
12974,314,256,314
12975,285,557,557
12976,457,554,554
12977,472,147,147
12978,800,124,124
12979,623,81,623
12980,100,84,84
12981,461,367,367
12982,49,584,49
12983,55,73,55
12984,272,502,272
12985,306,293,306
12986,437,741,437
12987,412,4,4
12988,248,252,248
12989,442,517,442
12990,294,205,205
12991,327,423,423
12992,680,542,542
12993,71,9,71
12994,429,396,429
12995,663,146,663
12996,529,786,786
12997,613,714,714
12998,731,497,731
12999,27,88,27
13000,487,691,691
13001,374,125,125
13002,500,681,681
13003,434,81,434
13004,477,23,477
13005,287,271,271
13006,694,586,694
13007,434,99,99
13008,199,499,499
13009,687,127,127
13010,298,691,691
13011,136,494,494
13012,413,308,413
13013,312,385,385
13014,425,241,425
13015,548,383,383
13016,567,513,513
13017,13,601,13
13018,15,546,546
13019,244,625,244
13020,119,182,119
13021,717,79,717
13022,772,645,772
13023,317,223,223
13024,73,7,7
13025,705,202,705
13026,429,515,429
13027,359,173,359
13028,422,452,422
13029,433,492,492
13030,383,311,383
13031,95,757,95
13032,794,29,794
13033,707,51,707
13034,346,794,794
13035,682,142,682
13036,84,293,84
13037,290,181,181
13038,604,768,768
13039,291,799,799
13040,715,500,715
13041,729,354,729
13042,146,507,507
13043,714,364,714
13044,235,654,654
13045,520,703,703
13046,16,333,333
13047,786,121,786
13048,354,261,261
13049,609,193,193
13050,690,544,544
13051,85,22,85
13052,36,102,102
13053,693,622,693
13054,287,205,205
13055,611,594,611
13056,429,440,429
13057,422,341,341
13058,110,157,110
13059,484,65,65
13060,587,391,587
13061,192,663,663
13062,73,157,157
13063,371,436,371
13064,605,613,613
13065,648,291,648
13066,300,79,300
13067,85,226,85
13068,573,749,749
13069,364,457,364
13070,609,747,747
13071,182,456,456
13072,173,676,676
13073,371,703,703
13074,606,118,606
13075,8,228,8
13076,374,497,497
13077,721,537,537
13078,171,288,288
13079,50,708,708
13080,388,181,181
13081,786,330,786
13082,698,51,698
13083,169,292,169
13084,119,234,234
13085,786,519,786
13086,314,625,625
13087,192,214,214
13088,656,293,293
13089,533,517,533
13090,294,708,708
13091,459,223,223
13092,200,760,760
13093,489,476,476
13094,323,125,125
13095,571,250,250
13096,265,457,265
13097,741,405,405
13098,199,157,157
13099,336,670,670
13100,164,210,164
13101,634,766,766
13102,723,771,723
13103,226,372,372
13104,573,638,638
13105,438,795,438
13106,55,466,55
13107,31,59,59
13108,520,119,520
13109,256,574,574
13110,379,288,288
13111,599,648,648
13112,224,357,224
13113,414,674,414
13114,305,634,634
13115,310,776,776
13116,215,188,215
13117,300,642,300
13118,753,113,113
13119,26,29,26
13120,559,524,524
13121,498,625,625
13122,347,28,28
13123,613,350,350
13124,40,161,40
13125,757,503,503
13126,102,366,102
13127,418,389,418
13128,406,740,406
13129,555,551,551
13130,662,172,172
13131,229,710,710
13132,485,643,643
13133,54,515,515
13134,445,619,619
13135,71,290,71
13136,536,114,114
13137,480,380,480
13138,228,499,499
13139,161,521,521
13140,609,443,443
13141,378,626,378
13142,211,774,774
13143,244,346,244
13144,593,138,138
13145,774,728,728
13146,77,377,377
13147,699,96,96
13148,199,121,121
13149,693,370,370
13150,775,391,391
13151,279,764,279
13152,42,718,718
13153,636,464,636
13154,487,791,487
13155,7,279,7
13156,258,458,258
13157,213,581,581
13158,578,500,500
13159,513,724,513
13160,793,432,432
13161,765,209,209
13162,787,596,787
13163,277,549,549
13164,255,342,342
13165,320,590,590
13166,356,2,356
13167,665,743,743
13168,64,521,521
13169,470,407,407
13170,628,638,628
13171,749,72,72
13172,6,432,432
13173,31,404,31
13174,630,762,630
13175,272,753,272
13176,23,662,23
13177,158,281,158
13178,686,473,473
13179,608,779,608
13180,109,523,109
13181,629,673,629
13182,75,627,75
13183,492,251,492
13184,484,116,484
13185,789,225,225
13186,463,544,544
13187,734,585,585
13188,573,284,284
13189,272,707,272
13190,567,546,546
13191,1,483,483
13192,336,225,336
13193,244,563,244
13194,43,428,428
13195,602,22,22
13196,719,160,160
13197,425,51,425
13198,667,458,458
13199,234,395,234
13200,155,389,155
13201,312,32,32
13202,674,303,674
13203,788,671,671
13204,8,378,8
13205,348,207,348
13206,164,466,164
13207,431,228,431
13208,193,759,193
13209,180,487,487
13210,484,206,206
13211,612,514,612
13212,190,773,773
13213,311,14,311
13214,706,747,747
13215,116,243,116
13216,174,734,174
13217,82,481,481
13218,2,693,693
13219,76,366,366
13220,306,103,103
13221,179,768,768
13222,529,276,276
13223,114,400,400
13224,745,91,745
13225,416,167,416
13226,267,131,131
13227,648,641,648
13228,756,716,716
13229,725,363,363
13230,469,639,469
13231,751,593,593
13232,795,672,795
13233,557,25,557
13234,379,19,19
13235,569,732,732
13236,793,164,164
13237,550,513,513
13238,380,786,786
13239,261,652,261
13240,709,355,709
13241,339,697,339
13242,684,387,387
13243,149,614,614
13244,630,384,384
13245,478,701,701
13246,569,744,569
13247,393,493,493
13248,750,264,264
13249,471,199,199
13250,43,352,43
13251,528,507,528
13252,155,742,155
13253,298,278,298
13254,89,342,342
13255,758,10,758
13256,241,346,346
13257,493,744,493
13258,82,95,95
13259,239,30,30
13260,208,660,208
13261,785,319,319
13262,407,190,190
13263,439,664,664
13264,679,712,679
13265,241,670,670
13266,109,377,377
13267,44,501,44
13268,392,728,392
13269,625,560,560
13270,30,457,30
13271,81,268,268
13272,284,211,284
13273,734,713,713
13274,441,357,357
13275,325,233,233
13276,747,755,747
13277,776,692,692
13278,212,205,205
13279,281,408,408
13280,246,736,736
13281,257,92,92
13282,735,427,427
13283,15,724,724
13284,238,500,500
13285,266,141,141
13286,603,692,603
13287,648,129,648
13288,797,582,797
13289,673,631,631
13290,720,303,303
13291,793,443,793
13292,800,250,250
13293,52,199,199
13294,38,387,387
13295,780,77,780
13296,314,290,314
13297,755,64,64
13298,554,217,554
13299,239,277,239
13300,324,610,610
13301,737,342,737
13302,576,367,576
13303,152,396,152
13304,208,163,163
13305,476,456,476
13306,526,302,526
13307,630,514,630
13308,200,487,200
13309,382,390,390
13310,800,516,800
13311,272,733,272
13312,417,458,417
13313,718,695,718
13314,563,632,563
13315,355,425,425
13316,254,685,685
13317,19,232,232
13318,608,698,698
13319,22,787,787
13320,365,116,116
13321,483,612,483
13322,702,599,702
13323,695,308,308
13324,369,660,369
13325,74,11,11
13326,584,358,358
13327,152,444,444
13328,560,142,142
13329,241,721,721
13330,664,154,154
13331,481,569,481
13332,698,676,698
13333,307,311,307
13334,408,277,408
13335,698,210,698
13336,369,237,369
13337,698,272,272
13338,355,415,415
13339,520,691,520
13340,515,563,563
13341,307,70,70
13342,28,786,786
13343,536,367,536
13344,530,455,455
13345,633,580,633
13346,154,608,154
13347,155,486,155
13348,681,175,175
13349,785,534,534
13350,240,245,245
13351,344,388,344
13352,96,462,462
13353,644,390,644
13354,307,406,307
13355,170,224,170
13356,535,391,535
13357,795,750,795
13358,10,779,10
13359,96,275,96
13360,528,117,528
13361,312,421,421
13362,780,541,541
13363,286,651,651
13364,237,405,405
13365,175,579,175
13366,529,198,198
13367,350,367,350
13368,341,239,341
13369,761,172,172
13370,392,61,61
13371,702,753,702
13372,6,220,6
13373,508,774,508
13374,538,547,538
13375,797,456,797
13376,561,608,608
13377,763,129,129
13378,171,758,171
13379,360,140,360
13380,599,646,646
13381,563,528,528
13382,416,663,663
13383,247,473,473
13384,516,703,703
13385,592,759,759
13386,468,629,629
13387,52,509,509
13388,535,316,316
13389,140,266,266
13390,569,466,466
13391,262,717,717
13392,591,403,403
13393,732,550,732
13394,380,558,380
13395,686,39,39
13396,474,568,568
13397,603,505,603
13398,741,171,171
13399,706,738,706
13400,527,163,163
13401,664,774,664
13402,545,329,329
13403,685,49,685
13404,163,24,163
13405,473,273,273
13406,290,313,313
13407,575,685,685
13408,267,670,670
13409,73,42,42
13410,740,788,740
13411,505,130,130
13412,316,88,316
13413,300,255,300
13414,314,390,390
13415,527,309,527
13416,180,79,79
13417,297,719,719
13418,341,446,341
13419,779,765,765
13420,461,72,461
13421,110,672,110
13422,320,370,370
13423,22,702,702
13424,414,395,414
13425,312,215,215
13426,437,742,437
13427,564,154,154
13428,772,273,772
13429,438,421,421
13430,135,657,135
13431,152,608,608
13432,20,43,20
13433,747,89,747
13434,72,605,72
13435,474,306,306
13436,304,709,709
13437,682,435,682
13438,49,363,363
13439,706,484,706
13440,535,164,164
13441,135,198,135
13442,476,564,476
13443,126,139,139
13444,518,311,518
13445,326,735,735
13446,721,252,721
13447,211,492,492
13448,257,399,257
13449,335,179,179
13450,747,630,747
13451,790,620,620
13452,331,641,641
13453,721,212,212
13454,436,794,794
13455,329,110,110
13456,378,610,610
13457,202,534,534
13458,509,1,509
13459,496,210,496
13460,350,500,350
13461,86,579,579
13462,316,124,316
13463,99,446,446
13464,760,368,368
13465,134,89,134
13466,528,177,528
13467,594,472,472
13468,357,189,357
13469,432,590,590
13470,385,329,329
13471,232,392,232
13472,461,492,492
13473,721,77,721
13474,697,7,7
13475,678,642,642
13476,212,290,212
13477,406,543,406
13478,695,520,520
13479,83,455,455
13480,469,392,469
13481,267,13,13
13482,231,551,551
13483,455,239,455
13484,281,21,21
13485,303,799,799
13486,697,311,697
13487,690,313,313
13488,84,278,84
13489,527,340,340
13490,773,79,773
13491,205,557,557
13492,498,762,498
13493,593,602,602
13494,576,57,57
13495,681,397,397
13496,570,796,570
13497,561,666,666
13498,490,377,490
13499,762,422,422
13500,639,53,53
13501,286,391,286
13502,141,95,141
13503,14,747,747
13504,304,139,139
13505,657,47,657
13506,691,291,291
13507,650,185,185
13508,743,329,329
13509,432,357,432
13510,794,587,794
13511,198,409,409
13512,74,108,108
13513,595,742,742
13514,277,563,563
13515,767,368,368
13516,385,590,590
13517,330,463,330
13518,290,60,60
13519,683,431,431
13520,310,712,712
13521,380,712,712
13522,774,335,335
13523,397,68,397
13524,321,403,403
13525,179,772,772
13526,440,186,186
13527,288,115,288
13528,142,609,142
13529,486,726,726
13530,610,377,610
13531,746,273,273
13532,490,600,490
13533,6,693,6
13534,752,398,398
13535,546,639,546
13536,721,608,608
13537,744,731,731
13538,121,217,217
13539,688,760,760
13540,582,584,582
13541,9,37,9
13542,768,706,706
13543,575,140,140
13544,592,153,153
13545,229,76,229
13546,456,63,63
13547,187,345,345
13548,192,357,192
13549,64,765,765
13550,162,184,184
13551,76,339,339
13552,128,301,301
13553,651,158,651
13554,506,228,228
13555,396,586,586
13556,143,44,44
13557,427,267,427
13558,174,460,174
13559,345,324,345
13560,573,84,84
13561,657,286,286
13562,16,651,651
13563,704,57,704
13564,612,562,612
13565,91,693,693
13566,134,739,134
13567,547,121,121
13568,568,562,568
13569,54,365,365
13570,578,201,201
13571,333,510,333
13572,317,301,301
13573,429,432,432
13574,32,15,32
13575,282,532,532
13576,137,704,704
13577,22,651,651
13578,601,614,614
13579,785,48,48
13580,2,733,2
13581,632,577,632
13582,611,751,751
13583,261,762,261
13584,774,539,539
13585,650,495,495
13586,707,773,773
13587,215,450,450
13588,640,282,282
13589,193,359,193
13590,758,676,758
13591,589,796,589
13592,327,484,484
13593,55,400,55
13594,487,350,350
13595,255,369,255
13596,431,589,431
13597,751,411,751
13598,658,642,658
13599,453,411,453
13600,596,85,85
13601,742,659,742
13602,25,114,25
13603,484,360,360
13604,103,771,103
13605,446,14,446
13606,787,277,787
13607,341,285,341
13608,451,758,758
13609,91,492,91
13610,260,634,260
13611,193,181,193
13612,323,475,475
13613,633,465,633
13614,197,481,481
13615,161,567,161
13616,521,75,521
13617,101,795,795
13618,624,83,83
13619,770,135,135
13620,477,410,477
13621,391,495,391
13622,345,248,248
13623,397,75,397
13624,549,652,549
13625,632,102,102
13626,514,605,514
13627,502,23,23
13628,443,718,718
13629,710,77,710
13630,583,326,583
13631,484,737,737
13632,177,98,177
13633,355,504,355
13634,386,750,750
13635,440,542,542
13636,237,457,457
13637,707,91,707
13638,357,277,357
13639,717,679,679
13640,45,359,359
13641,473,576,576
13642,671,21,21
13643,557,264,557
13644,132,464,464
13645,368,307,307
13646,645,136,136
13647,534,109,109
13648,229,578,229
13649,697,666,697
13650,517,109,517
13651,224,389,224
13652,114,256,114
13653,612,517,612
13654,365,132,132
13655,660,763,660
13656,119,123,123
13657,60,611,611
13658,257,591,257
13659,264,342,264
13660,460,366,366
13661,234,485,234
13662,547,627,547
13663,797,104,797
13664,568,523,568
13665,787,329,787
13666,275,228,275
13667,68,486,68
13668,406,797,797
13669,638,124,124
13670,200,790,200
13671,400,95,95
13672,506,112,112
13673,381,745,745
13674,625,434,434
13675,3,4,4
13676,435,522,522
13677,27,314,314
13678,391,406,391
13679,771,333,771
13680,23,542,23
13681,706,702,702
13682,192,118,192
13683,449,714,714
13684,80,373,80
13685,710,621,710
13686,79,518,518
13687,89,269,269
13688,17,123,123
13689,148,489,148
13690,567,778,778
13691,146,481,481
13692,453,706,706
13693,526,624,624
13694,771,323,771
13695,178,383,383
13696,784,248,248
13697,687,348,687
13698,85,486,85
13699,755,769,755
13700,42,319,42
13701,385,152,152
13702,588,193,588
13703,502,784,502
13704,533,321,533
13705,357,752,752
13706,383,190,383
13707,496,244,496
13708,229,699,699
13709,435,136,136
13710,562,146,146
13711,173,676,676
13712,565,689,565
